,index,response,rt,ppt_idx,accuracy,match,media_condition,sent_condition,item,object,list,ppt_id
443,3,2,1.064,4,1,match,a,a,41,egg,1,1_4
444,4,2,0.829,5,1,match,a,a,41,egg,1,1_5
445,5,2,0.686,6,1,match,a,a,41,egg,1,1_6
446,6,2,1.646,7,1,match,a,a,41,egg,1,1_7
447,7,2,0.836,8,1,match,a,a,41,egg,1,1_8
448,8,2,1.794,9,1,match,a,a,41,egg,1,1_9
449,9,2,0.733,10,1,match,a,a,41,egg,1,1_10
450,10,2,0.708,11,1,match,a,a,41,egg,1,1_11
451,11,2,0.819,12,1,match,a,a,41,egg,1,1_12
452,12,2,1.823,13,1,match,a,a,41,egg,1,1_13
453,13,2,0.736,14,1,match,a,a,41,egg,1,1_14
454,14,2,1.046,15,1,match,a,a,41,egg,1,1_15
455,15,2,0.982,16,1,match,a,a,41,egg,1,1_16
456,16,2,0.774,17,1,match,a,a,41,egg,1,1_17
457,17,2,0.878,18,1,match,a,a,41,egg,1,1_18
458,18,2,1.245,19,1,match,a,a,41,egg,1,1_19
459,19,2,0.986,20,1,match,a,a,41,egg,1,1_20
460,20,2,1.369,21,1,match,a,a,41,egg,1,1_21
461,21,2,0.806,22,1,match,a,a,41,egg,1,1_22
462,22,2,0.907,23,1,match,a,a,41,egg,1,1_23
463,23,2,0.655,24,1,match,a,a,41,egg,1,1_24
464,24,2,0.812,25,1,match,a,a,41,egg,1,1_25
465,25,2,1.198,26,1,match,a,a,41,egg,1,1_26
466,26,2,2.082,27,1,match,a,a,41,egg,1,1_27
467,27,2,0.72,28,1,match,a,a,41,egg,1,1_28
468,28,2,0.872,29,1,match,a,a,41,egg,1,1_29
469,29,1, ,30,0,match,a,a,41,egg,1,1_30
470,30,2,0.703,31,1,match,a,a,41,egg,1,1_31
471,31,2,1.031,32,1,match,a,a,41,egg,1,1_32
472,32,2,1.11,33,1,match,a,a,41,egg,1,1_33
473,33,2,1.975,34,1,match,a,a,41,egg,1,1_34
474,34,2,0.863,35,1,match,a,a,41,egg,1,1_35
475,35,2,0.887,36,1,match,a,a,41,egg,1,1_36
476,36,2,0.996,37,1,match,a,a,41,egg,1,1_37
477,37,2,0.71,38,1,match,a,a,41,egg,1,1_38
478,38,2,0.954,39,1,match,a,a,41,egg,1,1_39
479,39,2,2.425,40,1,match,a,a,41,egg,1,1_40
480,40,2,0.667,41,1,match,a,a,41,egg,1,1_41
481,41,2,1.13,42,1,match,a,a,41,egg,1,1_42
482,42,2,0.551,43,1,match,a,a,41,egg,1,1_43
483,43,2,1.578,44,1,match,a,a,41,egg,1,1_44
484,0,2,0.692,1,1,match,a,a,55,corn,1,1_1
485,1,2,0.745,2,1,match,a,a,55,corn,1,1_2
486,2,2,0.933,3,1,match,a,a,55,corn,1,1_3
487,3,2,1.392,4,1,match,a,a,55,corn,1,1_4
488,4,2,0.718,5,1,match,a,a,55,corn,1,1_5
489,5,2,0.443,6,1,match,a,a,55,corn,1,1_6
490,6,2,1.75,7,1,match,a,a,55,corn,1,1_7
491,7,2,1.097,8,1,match,a,a,55,corn,1,1_8
492,8,2,1.201,9,1,match,a,a,55,corn,1,1_9
493,9,2,0.937,10,1,match,a,a,55,corn,1,1_10
494,10,2,0.619,11,1,match,a,a,55,corn,1,1_11
495,11,2,1.256,12,1,match,a,a,55,corn,1,1_12
496,12,2,0.863,13,1,match,a,a,55,corn,1,1_13
497,13,2,0.568,14,1,match,a,a,55,corn,1,1_14
498,14,2,0.942,15,1,match,a,a,55,corn,1,1_15
499,15,2,1.02,16,1,match,a,a,55,corn,1,1_16
500,16,2,0.568,17,1,match,a,a,55,corn,1,1_17
501,17,2,0.627,18,1,match,a,a,55,corn,1,1_18
502,18,2,1.405,19,1,match,a,a,55,corn,1,1_19
503,19,2,0.588,20,1,match,a,a,55,corn,1,1_20
504,20,2,4.235,21,1,match,a,a,55,corn,1,1_21
505,21,2,2.407,22,1,match,a,a,55,corn,1,1_22
506,22,2,2.474,23,1,match,a,a,55,corn,1,1_23
507,23,2,0.803,24,1,match,a,a,55,corn,1,1_24
508,24,2,0.925,25,1,match,a,a,55,corn,1,1_25
509,25,2,0.768,26,1,match,a,a,55,corn,1,1_26
510,26,2,1.819,27,1,match,a,a,55,corn,1,1_27
511,27,2,0.694,28,1,match,a,a,55,corn,1,1_28
512,28,2,1.489,29,1,match,a,a,55,corn,1,1_29
513,29,2,0.658,30,1,match,a,a,55,corn,1,1_30
514,30,2,0.982,31,1,match,a,a,55,corn,1,1_31
515,31,2,1.797,32,1,match,a,a,55,corn,1,1_32
516,32,2,1.296,33,1,match,a,a,55,corn,1,1_33
517,33,2,1.959,34,1,match,a,a,55,corn,1,1_34
518,34,2,1.006,35,1,match,a,a,55,corn,1,1_35
519,35,2,1.325,36,1,match,a,a,55,corn,1,1_36
520,36,2,1.053,37,1,match,a,a,55,corn,1,1_37
521,37,2,0.592,38,1,match,a,a,55,corn,1,1_38
522,38,2,0.553,39,1,match,a,a,55,corn,1,1_39
523,39,2,2.007,40,1,match,a,a,55,corn,1,1_40
524,40,2,0.758,41,1,match,a,a,55,corn,1,1_41
525,41,2,1.264,42,1,match,a,a,55,corn,1,1_42
526,42,2,0.876,43,1,match,a,a,55,corn,1,1_43
527,43,2,1.578,44,1,match,a,a,55,corn,1,1_44
528,0,2,0.965,1,1,mismatch,b,a,45,sailboat,1,1_1
529,1,2,2.549,2,1,mismatch,b,a,45,sailboat,1,1_2
530,2,2,0.542,3,1,mismatch,b,a,45,sailboat,1,1_3
531,3,2,0.725,4,1,mismatch,b,a,45,sailboat,1,1_4
532,4,2,0.625,5,1,mismatch,b,a,45,sailboat,1,1_5
533,5,2,0.449,6,1,mismatch,b,a,45,sailboat,1,1_6
534,6,2,4.502,7,1,mismatch,b,a,45,sailboat,1,1_7
535,7,2,0.975,8,1,mismatch,b,a,45,sailboat,1,1_8
536,8,2,1.076,9,1,mismatch,b,a,45,sailboat,1,1_9
537,9,2,0.638,10,1,mismatch,b,a,45,sailboat,1,1_10
538,10,2,0.688,11,1,mismatch,b,a,45,sailboat,1,1_11
539,11,2,0.597,12,1,mismatch,b,a,45,sailboat,1,1_12
540,12,2,1.8,13,1,mismatch,b,a,45,sailboat,1,1_13
541,13,2,0.986,14,1,mismatch,b,a,45,sailboat,1,1_14
542,14,2,1.162,15,1,mismatch,b,a,45,sailboat,1,1_15
543,15,2,0.947,16,1,mismatch,b,a,45,sailboat,1,1_16
544,16,2,0.52,17,1,mismatch,b,a,45,sailboat,1,1_17
545,17,2,1.119,18,1,mismatch,b,a,45,sailboat,1,1_18
546,18,2,0.755,19,1,mismatch,b,a,45,sailboat,1,1_19
547,19,2,0.62,20,1,mismatch,b,a,45,sailboat,1,1_20
548,20,2,2.071,21,1,mismatch,b,a,45,sailboat,1,1_21
549,21,2,1.916,22,1,mismatch,b,a,45,sailboat,1,1_22
550,22,2,1.928,23,1,mismatch,b,a,45,sailboat,1,1_23
551,23,2,0.723,24,1,mismatch,b,a,45,sailboat,1,1_24
552,24,2,0.649,25,1,mismatch,b,a,45,sailboat,1,1_25
553,25,2,0.881,26,1,mismatch,b,a,45,sailboat,1,1_26
554,26,2,1.501,27,1,mismatch,b,a,45,sailboat,1,1_27
555,27,2,0.995,28,1,mismatch,b,a,45,sailboat,1,1_28
556,28,2,0.833,29,1,mismatch,b,a,45,sailboat,1,1_29
557,29,2,0.781,30,1,mismatch,b,a,45,sailboat,1,1_30
558,30,2,1.718,31,1,mismatch,b,a,45,sailboat,1,1_31
559,31,1, ,32,0,mismatch,b,a,45,sailboat,1,1_32
560,32,2,1.072,33,1,mismatch,b,a,45,sailboat,1,1_33
561,33,2,6.103,34,1,mismatch,b,a,45,sailboat,1,1_34
562,34,2,1.253,35,1,mismatch,b,a,45,sailboat,1,1_35
563,35,2,1.261,36,1,mismatch,b,a,45,sailboat,1,1_36
564,36,2,1.023,37,1,mismatch,b,a,45,sailboat,1,1_37
565,37,2,1.539,38,1,mismatch,b,a,45,sailboat,1,1_38
566,38,2,0.613,39,1,mismatch,b,a,45,sailboat,1,1_39
567,39,2,1.646,40,1,mismatch,b,a,45,sailboat,1,1_40
568,40,2,1.1,41,1,mismatch,b,a,45,sailboat,1,1_41
569,41,2,1.446,42,1,mismatch,b,a,45,sailboat,1,1_42
570,42,2,0.626,43,1,mismatch,b,a,45,sailboat,1,1_43
571,43,2,1.821,44,1,mismatch,b,a,45,sailboat,1,1_44
572,0,2,0.713,1,1,mismatch,b,a,58,shirt,1,1_1
573,1,2,0.746,2,1,mismatch,b,a,58,shirt,1,1_2
574,2,2,0.759,3,1,mismatch,b,a,58,shirt,1,1_3
575,3,2,1.007,4,1,mismatch,b,a,58,shirt,1,1_4
576,4,2,0.937,5,1,mismatch,b,a,58,shirt,1,1_5
577,5,2,0.651,6,1,mismatch,b,a,58,shirt,1,1_6
578,6,2,2.91,7,1,mismatch,b,a,58,shirt,1,1_7
579,7,2,0.685,8,1,mismatch,b,a,58,shirt,1,1_8
580,8,2,1.841,9,1,mismatch,b,a,58,shirt,1,1_9
581,9,2,0.772,10,1,mismatch,b,a,58,shirt,1,1_10
582,10,2,0.768,11,1,mismatch,b,a,58,shirt,1,1_11
583,11,2,0.665,12,1,mismatch,b,a,58,shirt,1,1_12
584,12,2,1.016,13,1,mismatch,b,a,58,shirt,1,1_13
585,13,2,0.96,14,1,mismatch,b,a,58,shirt,1,1_14
586,14,2,1.476,15,1,mismatch,b,a,58,shirt,1,1_15
587,15,2,0.638,16,1,mismatch,b,a,58,shirt,1,1_16
588,16,2,0.729,17,1,mismatch,b,a,58,shirt,1,1_17
589,17,2,1.26,18,1,mismatch,b,a,58,shirt,1,1_18
590,18,2,1.078,19,1,mismatch,b,a,58,shirt,1,1_19
591,19,2,0.727,20,1,mismatch,b,a,58,shirt,1,1_20
592,20,2,3.953,21,1,mismatch,b,a,58,shirt,1,1_21
593,21,2,1.011,22,1,mismatch,b,a,58,shirt,1,1_22
594,22,2,1.023,23,1,mismatch,b,a,58,shirt,1,1_23
595,23,2,0.797,24,1,mismatch,b,a,58,shirt,1,1_24
596,24,2,0.702,25,1,mismatch,b,a,58,shirt,1,1_25
597,25,2,0.837,26,1,mismatch,b,a,58,shirt,1,1_26
598,26,2,2.271,27,1,mismatch,b,a,58,shirt,1,1_27
599,27,2,0.462,28,1,mismatch,b,a,58,shirt,1,1_28
600,28,2,0.744,29,1,mismatch,b,a,58,shirt,1,1_29
601,29,2,0.737,30,1,mismatch,b,a,58,shirt,1,1_30
602,30,2,0.977,31,1,mismatch,b,a,58,shirt,1,1_31
603,31,1, ,32,0,mismatch,b,a,58,shirt,1,1_32
604,32,2,1.094,33,1,mismatch,b,a,58,shirt,1,1_33
605,33,1, ,34,0,mismatch,b,a,58,shirt,1,1_34
606,34,2,1.207,35,1,mismatch,b,a,58,shirt,1,1_35
607,35,2,1.029,36,1,mismatch,b,a,58,shirt,1,1_36
608,36,2,1.891,37,1,mismatch,b,a,58,shirt,1,1_37
609,37,2,0.88,38,1,mismatch,b,a,58,shirt,1,1_38
610,38,2,1.372,39,1,mismatch,b,a,58,shirt,1,1_39
611,39,2,2.315,40,1,mismatch,b,a,58,shirt,1,1_40
612,40,2,0.758,41,1,mismatch,b,a,58,shirt,1,1_41
613,41,2,0.861,42,1,mismatch,b,a,58,shirt,1,1_42
614,42,2,0.7,43,1,mismatch,b,a,58,shirt,1,1_43
615,43,2,1.747,44,1,mismatch,b,a,58,shirt,1,1_44
616,0,2,1.224,1,1,mismatch,b,a,60,tissue,1,1_1
617,1,2,2.642,2,1,mismatch,b,a,60,tissue,1,1_2
618,2,2,3.356,3,1,mismatch,b,a,60,tissue,1,1_3
619,3,2,1.159,4,1,mismatch,b,a,60,tissue,1,1_4
620,4,1, ,5,0,mismatch,b,a,60,tissue,1,1_5
621,5,2,1.369,6,1,mismatch,b,a,60,tissue,1,1_6
622,6,2,2.27,7,1,mismatch,b,a,60,tissue,1,1_7
623,7,1, ,8,0,mismatch,b,a,60,tissue,1,1_8
624,8,2,1.825,9,1,mismatch,b,a,60,tissue,1,1_9
625,9,2,2.36,10,1,mismatch,b,a,60,tissue,1,1_10
626,10,2,1.108,11,1,mismatch,b,a,60,tissue,1,1_11
627,11,2,1.817,12,1,mismatch,b,a,60,tissue,1,1_12
628,12,2,1.079,13,1,mismatch,b,a,60,tissue,1,1_13
629,13,2,0.747,14,1,mismatch,b,a,60,tissue,1,1_14
630,14,2,5.412,15,1,mismatch,b,a,60,tissue,1,1_15
631,15,2,2.102,16,1,mismatch,b,a,60,tissue,1,1_16
632,16,1, ,17,0,mismatch,b,a,60,tissue,1,1_17
633,17,2,1.489,18,1,mismatch,b,a,60,tissue,1,1_18
634,18,2,1.252,19,1,mismatch,b,a,60,tissue,1,1_19
635,19,2,1.347,20,1,mismatch,b,a,60,tissue,1,1_20
636,20,2,3.284,21,1,mismatch,b,a,60,tissue,1,1_21
637,21,2,1.924,22,1,mismatch,b,a,60,tissue,1,1_22
638,22,2,2.13,23,1,mismatch,b,a,60,tissue,1,1_23
639,23,2,0.994,24,1,mismatch,b,a,60,tissue,1,1_24
640,24,2,1.137,25,1,mismatch,b,a,60,tissue,1,1_25
641,25,2,7.456,26,1,mismatch,b,a,60,tissue,1,1_26
642,26,2,5.303,27,1,mismatch,b,a,60,tissue,1,1_27
643,27,2,0.782,28,1,mismatch,b,a,60,tissue,1,1_28
644,28,2,2.039,29,1,mismatch,b,a,60,tissue,1,1_29
645,29,2,0.989,30,1,mismatch,b,a,60,tissue,1,1_30
646,30,2,0.417,31,1,mismatch,b,a,60,tissue,1,1_31
647,31,2,5.047,32,1,mismatch,b,a,60,tissue,1,1_32
648,32,2,1.813,33,1,mismatch,b,a,60,tissue,1,1_33
649,33,1, ,34,0,mismatch,b,a,60,tissue,1,1_34
650,34,1, ,35,0,mismatch,b,a,60,tissue,1,1_35
651,35,2,1.62,36,1,mismatch,b,a,60,tissue,1,1_36
652,36,2,2.737,37,1,mismatch,b,a,60,tissue,1,1_37
653,37,2,3.975,38,1,mismatch,b,a,60,tissue,1,1_38
654,38,2,1.348,39,1,mismatch,b,a,60,tissue,1,1_39
655,39,2,3.359,40,1,mismatch,b,a,60,tissue,1,1_40
656,40,2,1.506,41,1,mismatch,b,a,60,tissue,1,1_41
657,41,2,2.493,42,1,mismatch,b,a,60,tissue,1,1_42
658,42,2,1.065,43,1,mismatch,b,a,60,tissue,1,1_43
659,43,2,1.952,44,1,mismatch,b,a,60,tissue,1,1_44
660,0,2,0.65,1,1,mismatch,a,b,46,tomato,1,1_1
661,1,2,1.041,2,1,mismatch,a,b,46,tomato,1,1_2
662,2,2,1.076,3,1,mismatch,a,b,46,tomato,1,1_3
663,3,2,0.716,4,1,mismatch,a,b,46,tomato,1,1_4
664,4,2,0.703,5,1,mismatch,a,b,46,tomato,1,1_5
665,5,2,0.618,6,1,mismatch,a,b,46,tomato,1,1_6
666,6,2,1.862,7,1,mismatch,a,b,46,tomato,1,1_7
667,7,2,0.719,8,1,mismatch,a,b,46,tomato,1,1_8
668,8,2,2.247,9,1,mismatch,a,b,46,tomato,1,1_9
669,9,2,0.88,10,1,mismatch,a,b,46,tomato,1,1_10
670,10,2,0.505,11,1,mismatch,a,b,46,tomato,1,1_11
671,11,2,0.74,12,1,mismatch,a,b,46,tomato,1,1_12
672,12,2,0.824,13,1,mismatch,a,b,46,tomato,1,1_13
673,13,2,0.835,14,1,mismatch,a,b,46,tomato,1,1_14
674,14,2,1.351,15,1,mismatch,a,b,46,tomato,1,1_15
675,15,2,1.028,16,1,mismatch,a,b,46,tomato,1,1_16
676,16,2,0.699,17,1,mismatch,a,b,46,tomato,1,1_17
677,17,2,1.011,18,1,mismatch,a,b,46,tomato,1,1_18
678,18,2,0.914,19,1,mismatch,a,b,46,tomato,1,1_19
679,19,1, ,20,0,mismatch,a,b,46,tomato,1,1_20
680,20,2,2.119,21,1,mismatch,a,b,46,tomato,1,1_21
681,21,2,2.431,22,1,mismatch,a,b,46,tomato,1,1_22
682,22,2,1.43,23,1,mismatch,a,b,46,tomato,1,1_23
683,23,2,0.75,24,1,mismatch,a,b,46,tomato,1,1_24
684,24,2,0.618,25,1,mismatch,a,b,46,tomato,1,1_25
685,25,2,0.974,26,1,mismatch,a,b,46,tomato,1,1_26
686,26,2,4.744,27,1,mismatch,a,b,46,tomato,1,1_27
687,27,2,0.556,28,1,mismatch,a,b,46,tomato,1,1_28
688,28,2,0.91,29,1,mismatch,a,b,46,tomato,1,1_29
689,29,2,0.608,30,1,mismatch,a,b,46,tomato,1,1_30
690,30,2,0.952,31,1,mismatch,a,b,46,tomato,1,1_31
691,31,2,0.875,32,1,mismatch,a,b,46,tomato,1,1_32
692,32,2,1.059,33,1,mismatch,a,b,46,tomato,1,1_33
693,33,2,1.598,34,1,mismatch,a,b,46,tomato,1,1_34
694,34,2,0.938,35,1,mismatch,a,b,46,tomato,1,1_35
695,35,2,1.577,36,1,mismatch,a,b,46,tomato,1,1_36
696,36,2,0.979,37,1,mismatch,a,b,46,tomato,1,1_37
697,37,2,0.585,38,1,mismatch,a,b,46,tomato,1,1_38
698,38,2,0.83,39,1,mismatch,a,b,46,tomato,1,1_39
699,39,2,2.047,40,1,mismatch,a,b,46,tomato,1,1_40
700,40,2,0.497,41,1,mismatch,a,b,46,tomato,1,1_41
701,41,2,0.943,42,1,mismatch,a,b,46,tomato,1,1_42
702,42,2,0.605,43,1,mismatch,a,b,46,tomato,1,1_43
703,43,2,1.77,44,1,mismatch,a,b,46,tomato,1,1_44
704,0,2,0.953,1,1,mismatch,a,b,51,towel,1,1_1
705,1,2,3.463,2,1,mismatch,a,b,51,towel,1,1_2
706,2,2,0.637,3,1,mismatch,a,b,51,towel,1,1_3
707,3,2,0.721,4,1,mismatch,a,b,51,towel,1,1_4
708,4,2,0.672,5,1,mismatch,a,b,51,towel,1,1_5
709,5,2,0.663,6,1,mismatch,a,b,51,towel,1,1_6
710,6,2,1.181,7,1,mismatch,a,b,51,towel,1,1_7
711,7,2,0.973,8,1,mismatch,a,b,51,towel,1,1_8
712,8,2,1.201,9,1,mismatch,a,b,51,towel,1,1_9
713,9,2,1.232,10,1,mismatch,a,b,51,towel,1,1_10
714,10,2,0.796,11,1,mismatch,a,b,51,towel,1,1_11
715,11,2,0.557,12,1,mismatch,a,b,51,towel,1,1_12
716,12,2,0.853,13,1,mismatch,a,b,51,towel,1,1_13
717,13,2,0.526,14,1,mismatch,a,b,51,towel,1,1_14
718,14,2,1.188,15,1,mismatch,a,b,51,towel,1,1_15
719,15,2,1.322,16,1,mismatch,a,b,51,towel,1,1_16
720,16,2,0.635,17,1,mismatch,a,b,51,towel,1,1_17
721,17,2,0.71,18,1,mismatch,a,b,51,towel,1,1_18
722,18,2,1.372,19,1,mismatch,a,b,51,towel,1,1_19
723,19,2,1.705,20,1,mismatch,a,b,51,towel,1,1_20
724,20,2,2.244,21,1,mismatch,a,b,51,towel,1,1_21
725,21,1, ,22,0,mismatch,a,b,51,towel,1,1_22
726,22,2,1.474,23,1,mismatch,a,b,51,towel,1,1_23
727,23,2,0.553,24,1,mismatch,a,b,51,towel,1,1_24
728,24,2,0.736,25,1,mismatch,a,b,51,towel,1,1_25
729,25,2,1.033,26,1,mismatch,a,b,51,towel,1,1_26
730,26,2,1.515,27,1,mismatch,a,b,51,towel,1,1_27
731,27,2,0.726,28,1,mismatch,a,b,51,towel,1,1_28
732,28,2,1.202,29,1,mismatch,a,b,51,towel,1,1_29
733,29,2,0.703,30,1,mismatch,a,b,51,towel,1,1_30
734,30,2,0.796,31,1,mismatch,a,b,51,towel,1,1_31
735,31,1, ,32,0,mismatch,a,b,51,towel,1,1_32
736,32,2,0.702,33,1,mismatch,a,b,51,towel,1,1_33
737,33,2,2.003,34,1,mismatch,a,b,51,towel,1,1_34
738,34,2,0.882,35,1,mismatch,a,b,51,towel,1,1_35
739,35,2,1.775,36,1,mismatch,a,b,51,towel,1,1_36
740,36,1, ,37,0,mismatch,a,b,51,towel,1,1_37
741,37,2,0.713,38,1,mismatch,a,b,51,towel,1,1_38
742,38,2,0.79,39,1,mismatch,a,b,51,towel,1,1_39
743,39,2,1.739,40,1,mismatch,a,b,51,towel,1,1_40
744,40,2,0.945,41,1,mismatch,a,b,51,towel,1,1_41
745,41,2,1.868,42,1,mismatch,a,b,51,towel,1,1_42
746,42,2,0.683,43,1,mismatch,a,b,51,towel,1,1_43
747,43,2,1.935,44,1,mismatch,a,b,51,towel,1,1_44
748,0,2,0.733,1,1,mismatch,a,b,52,watermelon,1,1_1
749,1,2,0.93,2,1,mismatch,a,b,52,watermelon,1,1_2
750,2,1, ,3,0,mismatch,a,b,52,watermelon,1,1_3
751,3,2,0.967,4,1,mismatch,a,b,52,watermelon,1,1_4
752,4,2,0.688,5,1,mismatch,a,b,52,watermelon,1,1_5
753,5,2,0.279,6,1,mismatch,a,b,52,watermelon,1,1_6
754,6,2,1.428,7,1,mismatch,a,b,52,watermelon,1,1_7
755,7,2,0.493,8,1,mismatch,a,b,52,watermelon,1,1_8
756,8,2,0.842,9,1,mismatch,a,b,52,watermelon,1,1_9
757,9,2,0.964,10,1,mismatch,a,b,52,watermelon,1,1_10
758,10,2,0.452,11,1,mismatch,a,b,52,watermelon,1,1_11
759,11,2,0.628,12,1,mismatch,a,b,52,watermelon,1,1_12
760,12,2,0.558,13,1,mismatch,a,b,52,watermelon,1,1_13
761,13,2,0.861,14,1,mismatch,a,b,52,watermelon,1,1_14
762,14,2,0.658,15,1,mismatch,a,b,52,watermelon,1,1_15
763,15,2,0.542,16,1,mismatch,a,b,52,watermelon,1,1_16
764,16,2,0.466,17,1,mismatch,a,b,52,watermelon,1,1_17
765,17,2,1.036,18,1,mismatch,a,b,52,watermelon,1,1_18
766,18,2,1.008,19,1,mismatch,a,b,52,watermelon,1,1_19
767,19,2,0.927,20,1,mismatch,a,b,52,watermelon,1,1_20
768,20,2,3.647,21,1,mismatch,a,b,52,watermelon,1,1_21
769,21,2,0.736,22,1,mismatch,a,b,52,watermelon,1,1_22
770,22,2,1.285,23,1,mismatch,a,b,52,watermelon,1,1_23
771,23,2,0.593,24,1,mismatch,a,b,52,watermelon,1,1_24
772,24,2,0.863,25,1,mismatch,a,b,52,watermelon,1,1_25
773,25,2,1.154,26,1,mismatch,a,b,52,watermelon,1,1_26
774,26,2,3.793,27,1,mismatch,a,b,52,watermelon,1,1_27
775,27,2,0.715,28,1,mismatch,a,b,52,watermelon,1,1_28
776,28,2,2.368,29,1,mismatch,a,b,52,watermelon,1,1_29
777,29,2,0.42,30,1,mismatch,a,b,52,watermelon,1,1_30
778,30,2,0.794,31,1,mismatch,a,b,52,watermelon,1,1_31
779,31,2,1.922,32,1,mismatch,a,b,52,watermelon,1,1_32
780,32,2,1.054,33,1,mismatch,a,b,52,watermelon,1,1_33
781,33,2,1.802,34,1,mismatch,a,b,52,watermelon,1,1_34
782,34,2,0.986,35,1,mismatch,a,b,52,watermelon,1,1_35
783,35,2,1.128,36,1,mismatch,a,b,52,watermelon,1,1_36
784,36,2,1.001,37,1,mismatch,a,b,52,watermelon,1,1_37
785,37,2,1.229,38,1,mismatch,a,b,52,watermelon,1,1_38
786,38,2,0.559,39,1,mismatch,a,b,52,watermelon,1,1_39
787,39,2,1.478,40,1,mismatch,a,b,52,watermelon,1,1_40
788,40,2,0.542,41,1,mismatch,a,b,52,watermelon,1,1_41
789,41,2,1.137,42,1,mismatch,a,b,52,watermelon,1,1_42
790,42,2,0.661,43,1,mismatch,a,b,52,watermelon,1,1_43
791,43,2,1.275,44,1,mismatch,a,b,52,watermelon,1,1_44
792,0,2,0.869,1,1,mismatch,b,a,59,spaghetti,1,1_1
793,1,1, ,2,0,mismatch,b,a,59,spaghetti,1,1_2
794,2,2,1.836,3,1,mismatch,b,a,59,spaghetti,1,1_3
795,3,2,0.707,4,1,mismatch,b,a,59,spaghetti,1,1_4
796,4,2,0.781,5,1,mismatch,b,a,59,spaghetti,1,1_5
797,5,2,0.841,6,1,mismatch,b,a,59,spaghetti,1,1_6
798,6,2,4.064,7,1,mismatch,b,a,59,spaghetti,1,1_7
799,7,2,0.965,8,1,mismatch,b,a,59,spaghetti,1,1_8
800,8,2,1.264,9,1,mismatch,b,a,59,spaghetti,1,1_9
801,9,2,2.686,10,1,mismatch,b,a,59,spaghetti,1,1_10
802,10,2,0.476,11,1,mismatch,b,a,59,spaghetti,1,1_11
803,11,2,0.751,12,1,mismatch,b,a,59,spaghetti,1,1_12
804,12,2,5.173,13,1,mismatch,b,a,59,spaghetti,1,1_13
805,13,2,0.717,14,1,mismatch,b,a,59,spaghetti,1,1_14
806,14,2,1.235,15,1,mismatch,b,a,59,spaghetti,1,1_15
807,15,2,1.839,16,1,mismatch,b,a,59,spaghetti,1,1_16
808,16,2,0.83,17,1,mismatch,b,a,59,spaghetti,1,1_17
809,17,2,1.261,18,1,mismatch,b,a,59,spaghetti,1,1_18
810,18,2,1.256,19,1,mismatch,b,a,59,spaghetti,1,1_19
811,19,2,1.757,20,1,mismatch,b,a,59,spaghetti,1,1_20
812,20,2,1.698,21,1,mismatch,b,a,59,spaghetti,1,1_21
813,21,2,1.529,22,1,mismatch,b,a,59,spaghetti,1,1_22
814,22,2,1.845,23,1,mismatch,b,a,59,spaghetti,1,1_23
815,23,2,0.612,24,1,mismatch,b,a,59,spaghetti,1,1_24
816,24,2,1.616,25,1,mismatch,b,a,59,spaghetti,1,1_25
817,25,2,1.089,26,1,mismatch,b,a,59,spaghetti,1,1_26
818,26,2,1.591,27,1,mismatch,b,a,59,spaghetti,1,1_27
819,27,2,0.655,28,1,mismatch,b,a,59,spaghetti,1,1_28
820,28,2,1.386,29,1,mismatch,b,a,59,spaghetti,1,1_29
821,29,2,0.748,30,1,mismatch,b,a,59,spaghetti,1,1_30
822,30,2,0.45,31,1,mismatch,b,a,59,spaghetti,1,1_31
823,31,2,1.593,32,1,mismatch,b,a,59,spaghetti,1,1_32
824,32,2,0.915,33,1,mismatch,b,a,59,spaghetti,1,1_33
825,33,2,5.478,34,1,mismatch,b,a,59,spaghetti,1,1_34
826,34,2,1.341,35,1,mismatch,b,a,59,spaghetti,1,1_35
827,35,2,1.236,36,1,mismatch,b,a,59,spaghetti,1,1_36
828,36,2,1.379,37,1,mismatch,b,a,59,spaghetti,1,1_37
829,37,2,1.399,38,1,mismatch,b,a,59,spaghetti,1,1_38
830,38,2,1.171,39,1,mismatch,b,a,59,spaghetti,1,1_39
831,39,2,2.161,40,1,mismatch,b,a,59,spaghetti,1,1_40
832,40,2,0.69,41,1,mismatch,b,a,59,spaghetti,1,1_41
833,41,2,1.427,42,1,mismatch,b,a,59,spaghetti,1,1_42
834,42,2,0.478,43,1,mismatch,b,a,59,spaghetti,1,1_43
835,43,2,2.479,44,1,mismatch,b,a,59,spaghetti,1,1_44
836,0,2,1.016,1,1,mismatch,b,a,49,lemon,1,1_1
837,1,2,1.621,2,1,mismatch,b,a,49,lemon,1,1_2
838,2,2,3.421,3,1,mismatch,b,a,49,lemon,1,1_3
839,3,2,0.587,4,1,mismatch,b,a,49,lemon,1,1_4
840,4,2,1.093,5,1,mismatch,b,a,49,lemon,1,1_5
841,5,2,0.716,6,1,mismatch,b,a,49,lemon,1,1_6
842,6,2,2.015,7,1,mismatch,b,a,49,lemon,1,1_7
843,7,2,3.902,8,1,mismatch,b,a,49,lemon,1,1_8
844,8,2,1.28,9,1,mismatch,b,a,49,lemon,1,1_9
845,9,2,1.216,10,1,mismatch,b,a,49,lemon,1,1_10
846,10,2,0.649,11,1,mismatch,b,a,49,lemon,1,1_11
847,11,2,1.136,12,1,mismatch,b,a,49,lemon,1,1_12
